test_case,graph_name,error_rate,algo,step_j,last_match_i,eta_e,eta_v,eta_v_star
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,157,93,64,704.0000,8660.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,158,93,65,704.0000,8660.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,159,93,66,703.0000,8659.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,160,93,67,703.0000,8659.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,161,93,68,703.0000,8659.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,162,93,69,703.0000,8659.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,163,93,70,703.0000,8659.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,164,93,71,710.0000,8673.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,165,93,72,710.0000,8673.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,166,93,73,710.0000,8673.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,167,93,74,708.0000,8670.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,168,93,75,707.0000,8669.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,169,93,76,706.0000,8667.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,170,93,77,705.0000,8666.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,171,93,78,705.0000,8666.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,172,93,79,705.0000,8666.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,173,93,80,705.0000,8666.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,174,93,81,705.0000,8666.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,175,93,82,704.0000,8665.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,176,93,83,704.0000,8665.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,177,93,84,703.0000,8664.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,178,93,85,703.0000,8664.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,179,93,86,703.0000,8664.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,180,93,87,702.0000,8663.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,181,93,88,702.0000,8663.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,182,93,89,702.0000,8663.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,183,93,90,707.0000,8668.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,184,93,91,707.0000,8668.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,185,93,92,707.0000,8668.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,186,93,93,707.0000,8668.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,187,93,94,713.0000,8674.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,188,93,95,716.0000,8677.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,189,93,96,715.0000,8676.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,190,93,97,715.0000,8676.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,191,93,98,715.0000,8676.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,192,93,99,729.0000,8690.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,193,93,100,757.0000,8734.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,194,93,101,757.0000,8734.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,195,93,102,756.0000,8733.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,196,93,103,755.0000,8732.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,197,93,104,754.0000,8730.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,198,93,105,754.0000,8730.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,199,93,106,754.0000,8730.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case01_m200,synthetic,0.1000,decremental,200,93,107,754.0000,8730.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,63,62,1,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,64,62,2,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,65,62,3,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,66,62,4,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,67,62,5,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,68,62,6,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,69,62,7,0.0000,0.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,70,62,8,151.0000,216.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,71,62,9,155.0000,220.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,72,62,10,155.0000,220.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,73,62,11,155.0000,220.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,74,62,12,175.0000,240.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,75,62,13,175.0000,240.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,76,62,14,175.0000,240.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,77,62,15,175.0000,240.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,78,62,16,204.0000,269.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,79,62,17,207.0000,275.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,80,62,18,207.0000,275.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,81,62,19,214.0000,289.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,82,62,20,250.0000,363.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,83,62,21,250.0000,363.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,84,62,22,250.0000,363.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,85,62,23,250.0000,363.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,86,62,24,250.0000,363.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,87,62,25,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,88,62,26,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,89,62,27,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,90,62,28,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,91,62,29,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,92,62,30,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,93,62,31,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,94,62,32,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,95,62,33,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,96,62,34,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,97,62,35,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,98,62,36,251.0000,859.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,99,62,37,250.0000,858.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,100,62,38,250.0000,858.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,101,62,39,255.0000,868.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,102,62,40,255.0000,868.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,103,62,41,278.0000,891.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,104,62,42,278.0000,891.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,105,62,43,278.0000,891.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,106,62,44,277.0000,890.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,107,62,45,277.0000,890.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,108,62,46,277.0000,890.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,109,62,47,277.0000,890.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,110,62,48,276.0000,889.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,111,62,49,278.0000,1881.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,112,62,50,278.0000,1881.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,113,62,51,278.0000,1881.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,114,62,52,278.0000,1881.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,115,62,53,824.0000,2434.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,116,62,54,823.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,117,62,55,823.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,118,62,56,823.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,119,62,57,823.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,120,62,58,823.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,121,62,59,823.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,122,62,60,821.0000,2431.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,123,62,61,821.0000,2431.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,124,62,62,821.0000,2431.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,125,62,63,821.0000,2431.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,126,62,64,820.0000,2430.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,127,62,65,818.0000,2427.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,128,62,66,824.0000,2433.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,129,62,67,822.0000,2431.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,130,62,68,821.0000,2430.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,131,62,69,819.0000,2427.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,132,62,70,819.0000,2427.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,133,62,71,819.0000,2427.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,134,62,72,819.0000,2427.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,135,62,73,819.0000,2427.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,136,62,74,818.0000,2425.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,137,62,75,817.0000,2424.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,138,62,76,815.0000,2421.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,139,62,77,814.0000,2420.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,140,62,78,812.0000,2418.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,141,62,79,812.0000,2418.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,142,62,80,814.0000,3410.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,143,62,81,813.0000,3409.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,144,62,82,812.0000,3408.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,145,62,83,811.0000,3407.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,146,62,84,811.0000,3407.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,147,62,85,811.0000,3407.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,148,62,86,809.0000,3419.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,149,62,87,828.0000,3454.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,150,62,88,828.0000,3454.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,151,62,89,827.0000,3453.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,152,62,90,827.0000,3453.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,153,62,91,826.0000,3452.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,154,62,92,833.0000,3459.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,155,62,93,833.0000,3459.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,156,62,94,833.0000,3459.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,157,62,95,833.0000,3459.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,158,62,96,833.0000,3459.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,159,62,97,833.0000,3459.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,160,62,98,864.0000,3490.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,161,62,99,864.0000,3490.0000
graph_synthetic_mode_decremental_strategy_prefix_err0.10_case02_m200,synthetic,0.1000,decremental,162,62,100,863.0000,3489.0000
